id,user_id,amount
332,7,136.93
333,10,357.25
334,7,115.28
335,10,29.76
336,3,108.56
337,2,97.53
338,9,175.5
339,8,215.04
340,10,259.18
341,7,243.61
342,9,142.63
343,4,24.29
344,4,306.5
345,1,203.91
346,8,156.35
347,3,434.8
348,7,375.9
349,2,430.31
350,2,252.54
351,7,74.16
352,6,351.15
353,3,110.98
354,9,226.2
355,10,41.85
356,6,414.4
357,10,71.71
358,10,452.52
359,6,433.47
360,1,237.65
361,4,374.74
362,10,313.53
363,6,403.51
364,6,221.58
365,5,395.05
366,1,236.6
367,8,471.07
368,5,248.32
369,5,236.68
370,7,394.69
371,4,412.57
372,6,281.7
373,4,98.1
374,3,239.2
375,7,484.36
376,8,378.96
377,4,407.47
378,2,26.08
379,10,239.25
380,3,326.84
381,1,416.72
382,8,34.14
383,3,427.7
384,10,278.72
385,7,106.68
386,10,165.46
387,5,148.15
388,10,270.12
389,5,35.33
390,7,87.68
391,9,408.22
392,5,74.98
393,1,124.36
394,10,232.15
395,10,263.39
396,1,384.17
397,2,229.19
398,6,397.03
399,9,312.99
400,8,65.42
401,5,86.6
402,1,224.15
403,7,204.48
404,5,374.34
405,6,294.56
406,7,200.19
407,3,93.67
408,10,121.15
409,3,292.0
410,5,217.49
411,6,262.31
412,9,93.63
413,5,334.82
414,1,427.74
415,4,136.39
416,5,250.84
417,10,488.01
418,10,173.29
419,5,301.57
420,7,54.2
421,4,306.95
422,1,53.92
423,5,480.03
424,7,360.67
425,10,396.2
426,10,355.01
427,6,298.97
428,5,230.46
429,4,430.6
430,2,478.85
431,4,254.53
432,10,466.45
433,10,295.83
434,3,273.81
435,10,232.7
436,1,112.55
437,8,11.82
438,5,128.34
439,4,259.76
440,8,196.18
441,7,229.76
442,2,490.52
443,1,181.63
444,4,231.57
445,8,75.42
446,2,33.5
447,3,389.95
448,1,289.63
449,1,382.75
450,3,83.43
451,5,290.2
452,3,134.28
453,1,121.75
454,1,15.65
455,8,73.87
456,10,161.54
457,2,67.27
458,3,493.07
459,2,161.23
460,3,73.86
461,7,107.55
462,1,297.97
463,10,41.38
464,8,432.59
465,10,481.13
466,10,130.91
467,10,230.55
468,2,20.85
469,3,323.95
470,9,212.82
471,7,142.33
472,4,111.35
473,10,330.47
474,5,213.95
475,2,98.03
476,8,347.66
477,4,286.89
478,9,430.75
479,5,67.56
480,9,394.98
481,4,340.02
482,10,66.36
483,5,350.46
484,9,226.36
485,8,473.04
486,3,79.39
487,1,324.99
488,3,197.17
489,4,478.84
490,2,171.69
491,1,481.47
492,7,451.73
493,8,142.49
494,7,403.74
495,5,497.85
496,1,133.8
497,7,224.02
498,7,264.89
499,9,154.52
500,3,17.48
501,9,117.86
502,1,148.15
503,1,227.36
504,4,93.84
505,9,437.89
506,6,355.41
507,3,51.75
508,1,328.55
509,4,330.29
510,9,478.55
511,3,11.48
512,9,131.49
513,7,464.62
514,4,466.75
515,3,363.09
516,10,385.22
517,5,54.83
518,5,261.8
519,3,123.48
520,9,98.8
521,4,407.05
522,5,76.17
523,4,239.64
524,5,469.9
525,7,101.06
526,9,489.22
527,7,497.2
528,5,282.25
529,10,93.37
530,10,164.89
531,7,218.0
532,10,161.57
533,5,147.51
534,3,486.39
535,7,85.15
536,2,369.33
537,9,10.2
538,10,302.13
539,10,458.81
540,1,151.09
541,6,100.91
542,7,329.32
543,8,359.17
544,10,347.13
545,9,166.47
546,2,133.58
547,10,478.4
548,2,462.42
549,5,234.09
550,5,424.63
551,6,231.64
552,3,217.95
553,8,86.81
554,1,218.94
555,6,273.33
556,4,21.03
557,1,227.62
558,7,392.86
559,9,343.22
560,4,321.23
561,4,455.68
562,6,18.84
563,3,282.95
564,6,395.8
565,7,275.25
566,10,168.71
567,10,76.76
568,3,444.91
569,7,240.67
570,3,440.28
571,2,297.07
572,10,340.35
573,4,404.09
574,8,332.99
575,9,205.05
576,7,261.68
577,1,403.49
578,3,193.09
579,9,200.18
580,1,56.89
581,9,458.15
582,8,54.61
583,1,327.62
584,6,212.47
585,5,208.75
586,6,342.98
587,10,42.88
588,5,300.92
589,6,388.3
590,5,415.82
591,5,93.56
592,4,449.74
593,3,331.51
594,3,442.11
595,4,247.79
596,9,275.6
597,2,460.33
598,9,450.96
599,1,229.6
600,1,144.46
601,5,202.65
602,6,200.0
603,6,150.56
604,3,141.6
605,7,431.92
606,9,44.23
607,10,342.03
608,8,94.68
609,6,178.81
610,8,40.16
611,5,142.29
612,8,386.53
613,10,443.66
614,4,118.55
615,10,237.14
616,8,240.46
617,10,438.05
618,2,383.77
619,5,261.41
620,9,338.67
621,4,425.2
622,6,14.67
623,1,207.42
624,9,454.55
625,1,372.75
626,5,275.99
627,4,269.53
628,3,180.41
629,6,265.06
630,2,331.14
631,3,215.0
632,5,359.94
633,9,432.0
634,2,85.8
635,10,231.26
636,8,209.93
637,2,346.86
638,5,132.44
639,7,323.72
640,8,439.97
641,1,214.88
642,6,456.4
643,1,496.65
644,2,61.99
645,1,124.2
646,5,475.69
647,10,479.58
648,9,57.88
649,6,17.35
650,1,88.94
651,1,498.05
652,2,98.2
653,9,256.25
654,3,425.72
655,1,20.0
656,5,306.2
657,7,145.74
658,6,432.54
659,1,148.9
660,5,346.51
661,5,340.37
662,6,118.53
663,3,27.05
664,5,210.53
665,7,151.7
666,5,406.4
667,5,402.18
668,5,233.94
669,10,307.19
670,10,306.09
671,3,415.31
672,1,218.25
673,5,144.97
674,9,139.87
675,1,272.73
676,3,230.08
677,4,225.66
678,1,54.66
679,1,362.12
680,8,114.73
681,2,106.51
682,8,212.25
683,7,121.61
684,10,296.09
685,10,192.02
686,2,229.97
687,6,273.21
688,6,109.73
689,3,86.32
690,2,441.41
691,1,222.52
692,6,211.93
693,5,27.45
694,9,254.01
695,1,281.54
696,7,283.83
697,5,356.45
698,5,96.97
699,2,133.59
700,3,407.26
701,7,474.11
702,6,76.61
703,2,253.85
704,6,114.95
705,2,39.44
706,2,169.5
707,2,80.41
708,3,357.87
709,2,271.53
710,4,80.48
711,9,14.53
712,6,406.0
713,1,96.34
714,8,307.05
715,7,175.09
716,10,296.89
717,3,164.67
718,1,52.6
719,5,119.25
720,4,102.15
721,10,219.73
722,8,332.56
723,1,139.26
724,10,15.91
725,1,264.28
726,4,306.82
727,8,481.81
728,5,298.84
729,2,240.87
730,6,290.97
731,5,464.67
732,2,415.91
733,3,168.26
734,9,126.25
735,7,138.69
736,7,257.17
737,6,374.58
738,8,256.58
739,4,43.22
740,8,364.55
741,4,404.93
742,8,151.85
743,9,335.42
744,3,219.03
745,3,445.67
746,2,424.16
747,10,267.46
748,3,348.84
749,3,442.84
750,5,252.9
751,5,163.49
752,2,379.3
753,10,117.83
754,6,200.38
755,5,434.21
756,6,364.97
757,1,207.87
758,5,115.22
759,9,184.42
760,10,149.21
761,2,96.28
762,1,374.23
763,10,133.51
764,9,232.54
765,10,199.07
766,9,491.22
767,9,201.64
768,6,49.19
769,8,54.01
770,1,299.47
771,10,303.69
772,4,215.19
773,1,221.6
774,8,36.43
775,1,263.11
776,3,257.32
777,4,83.28
778,8,60.88
779,6,70.55
780,10,59.5
781,7,308.76
782,8,106.28
783,2,133.2
784,10,95.05
785,8,479.34
786,3,428.76
787,7,122.94
788,3,170.51
789,7,112.85
790,2,251.02
791,10,19.61
792,6,338.97
793,3,266.35
794,3,450.33
795,9,90.55
796,7,404.01
797,5,398.06
798,10,72.32
799,7,205.29
800,9,93.37
801,1,134.81
802,7,138.99
803,6,282.56
804,10,211.59
805,9,474.39
806,1,71.92
807,4,487.11
808,9,123.01
809,4,388.71
810,10,176.1
811,3,80.11
812,9,430.37
813,2,161.34
814,4,332.84
815,6,287.56
816,2,241.16
817,8,252.95
818,8,368.8
819,1,53.01
820,3,337.41
821,10,448.95
822,9,38.32
823,5,78.92
824,6,361.15
825,4,224.27
826,10,207.74
827,2,77.11
828,8,258.32
829,6,72.01
830,5,243.54
831,9,384.17
832,1,136.55
833,5,245.59
834,6,496.09
835,5,346.46
836,6,422.26
837,6,213.28
838,7,386.25
839,4,29.85
840,8,70.23
841,7,109.5
842,9,206.96
843,7,424.41
844,3,179.67
845,3,330.76
846,8,357.56
847,5,297.23
848,4,185.05
849,8,292.76
850,6,177.71
851,2,51.1
852,4,496.47
853,4,72.32
854,6,45.45
855,6,440.48
856,1,157.9
857,8,328.65
858,6,171.21
859,3,201.81
860,9,138.44
861,2,178.09
862,8,211.24
863,10,363.0
864,3,260.65
865,5,472.35
866,6,30.52
867,10,256.5
868,6,296.27
869,4,460.9
870,3,34.09
871,4,291.01
872,1,428.28
873,4,128.54
874,1,439.38
875,1,19.33
876,10,368.9
877,6,467.23
878,5,332.03
879,4,225.12
880,3,31.99
881,1,460.86
882,6,240.45
883,2,24.21
884,8,348.01
885,10,246.1
886,5,70.93
887,7,114.99
888,10,41.6
889,2,291.4
890,8,314.79
891,2,257.81
892,4,410.38
893,1,431.89
894,5,311.66
895,9,16.25
896,1,350.66
897,9,214.82
898,8,287.12
899,6,328.05
900,7,181.62
901,3,459.38
902,1,75.65
903,5,339.04
904,2,12.14
905,5,463.08
906,8,65.13
907,9,56.49
908,2,173.17
909,3,193.05
910,3,115.01
911,1,296.71
912,8,227.03
913,6,26.75
914,8,166.63
915,9,407.11
916,5,347.95
917,3,365.19
918,5,352.08
919,5,162.38
920,5,58.84
921,3,143.51
922,10,417.57
923,4,490.43
924,9,251.99
925,10,14.75
926,9,78.62
927,2,167.82
928,8,293.51
929,8,46.8
930,7,472.25
931,8,188.89
932,3,457.17
933,6,392.46
934,1,380.16
935,7,307.29
936,1,317.12
937,9,322.62
938,1,318.07
939,1,281.33
940,7,493.34
941,2,368.82
942,5,390.7
943,8,437.51
944,8,115.66
945,3,51.06
946,7,246.62
947,3,261.9
948,6,416.3
949,6,227.45
950,3,289.72
951,7,268.26
952,3,28.72
953,8,311.46
954,10,415.74
955,4,87.18
956,1,301.22
957,4,300.87
958,7,90.45
959,4,70.5
960,6,490.23
961,9,202.92
962,1,121.44
963,5,93.95
964,7,337.12
965,1,308.63
966,4,325.34
967,6,53.12
968,2,447.83
969,10,200.74
970,5,163.55
971,10,236.56
972,1,201.13
973,6,433.15
974,6,465.34
975,4,158.69
976,8,433.33
977,4,392.95
978,8,466.1
979,8,130.42
980,5,292.71
981,4,144.53
982,2,413.81
983,3,12.61
984,3,286.76
985,4,176.21
986,4,168.12
987,10,326.0
988,5,427.23
989,4,308.51
990,10,428.05
991,8,139.65
992,6,264.56
993,6,230.76
994,8,15.71
995,7,282.84
996,10,334.15
997,10,300.04
998,8,370.78
999,2,289.96
1000,9,42.71
1001,1,67.06
1002,8,302.27
1003,4,144.74
1004,4,49.03
1005,5,220.51
1006,8,281.62
1007,5,171.09
1008,8,363.01
1009,10,325.45
1010,1,173.08
1011,10,379.89
1012,9,327.86
1013,6,322.35
1014,3,281.18
1015,8,15.58
1016,9,351.29
1017,6,194.26
1018,7,471.88
1019,1,410.81
1020,5,297.97
1021,5,133.57
1022,10,109.82
1023,4,176.79
1024,6,243.52
1025,7,155.07
1026,9,262.32
1027,1,91.03
1028,6,489.08
1029,7,62.88
1030,3,466.65
1031,8,457.65
1032,5,267.43
1033,9,365.21
1034,5,223.66
1035,9,318.72
1036,10,176.88
1037,4,157.57
1038,9,293.33
1039,5,254.08
1040,10,293.97
1041,9,150.46
1042,3,189.81
1043,4,51.11
1044,9,35.62
1045,10,134.19
1046,6,46.38
1047,2,60.85
1048,7,408.33
1049,2,29.05
1050,2,332.88
1051,1,143.55
1052,3,437.06
1053,6,247.65
1054,8,159.73
1055,9,263.64
1056,7,197.16
1057,4,286.51
1058,6,66.12
1059,5,498.53
1060,8,218.52
1061,1,180.63
1062,1,358.0
1063,6,188.31
1064,10,418.3
1065,2,232.59
1066,5,362.58
1067,1,62.65
1068,7,424.6
1069,1,370.5
1070,4,113.74
1071,9,81.19
1072,1,164.98
1073,4,488.27
1074,6,135.85
1075,6,233.5
1076,8,24.71
1077,1,204.64
1078,7,289.95
1079,1,477.03
1080,7,263.2
1081,3,411.36
1082,8,278.09
1083,3,29.98
1084,1,164.35
1085,8,292.02
1086,3,475.79
1087,2,430.97
1088,1,121.89
1089,3,117.85
1090,2,108.57
1091,2,462.02
1092,6,427.81
1093,1,389.69
1094,2,202.44
1095,6,257.15
1096,3,237.52
1097,4,134.17
1098,1,257.46
1099,8,24.94
1100,7,74.59
1101,7,444.43
1102,3,378.32
1103,10,217.21
1104,10,263.4
1105,3,191.3
1106,2,372.98
1107,1,394.25
1108,7,384.01
1109,7,364.08
1110,2,110.21
1111,7,175.61
1112,8,240.22
1113,1,172.09
1114,9,379.92
1115,7,171.38
1116,3,77.73
1117,8,205.53
1118,7,490.16
1119,8,120.68
1120,6,309.96
1121,9,222.16
1122,5,44.8
1123,3,249.06
1124,3,354.06
1125,1,261.48
1126,8,437.33
1127,2,151.58
1128,3,52.26
1129,8,468.92
1130,8,195.32
1131,4,292.44
1132,4,398.08
1133,5,168.91
1134,6,360.92
1135,5,76.36
1136,7,152.73
1137,2,80.91
1138,7,407.5
1139,10,119.1
1140,7,361.53
1141,1,472.22
1142,7,268.61
1143,5,274.61
1144,3,235.91
1145,3,169.69
1146,4,243.07
1147,2,305.38
1148,2,493.14
1149,1,469.5
1150,5,432.45
1151,4,445.67
1152,10,239.25
1153,2,332.15
1154,3,448.58
1155,7,202.55
1156,7,481.26
1157,4,213.74
1158,5,304.53
1159,5,357.8
1160,6,475.79
1161,9,129.86
1162,2,375.6
1163,5,265.2
1164,3,141.59
1165,4,390.54
1166,10,280.59
1167,6,333.88
1168,8,168.22
1169,1,245.82
1170,10,312.5
1171,8,208.41
1172,7,107.2
1173,1,481.2
1174,2,260.62
1175,3,369.62
1176,1,211.41
1177,9,184.01
1178,8,209.51
1179,2,210.51
1180,9,276.65
1181,7,276.3
1182,9,253.61
1183,6,76.05
1184,6,253.08
1185,4,92.86
1186,10,71.81
1187,10,467.0
1188,2,306.43
1189,7,333.15
1190,5,206.88
1191,6,455.4
1192,2,322.59
1193,5,386.89
1194,10,190.6
1195,4,480.41
1196,9,412.03
1197,6,428.43
1198,2,94.38
1199,1,142.77
1200,5,149.96
1201,9,142.75
1202,6,429.15
1203,10,25.62
1204,7,47.29
1205,5,144.22
1206,10,107.94
1207,6,123.61
1208,5,400.99
1209,9,285.93
1210,6,12.83
1211,8,220.37
1212,2,209.86
1213,9,65.83
1214,5,341.31
1215,7,354.03
1216,10,363.24
1217,1,366.95
1218,10,10.03
1219,5,477.42
1220,10,408.96
1221,2,452.95
1222,6,17.67
1223,1,467.59
1224,3,406.8
1225,5,420.24
1226,4,55.71
1227,3,372.0
1228,10,480.36
1229,5,342.49
1230,8,289.58
1231,4,473.36
1232,1,227.04
1233,7,303.65
1234,8,243.41
1235,3,467.09
1236,6,47.28
1237,2,255.55
1238,7,346.61
1239,8,398.03
1240,6,295.68
1241,6,455.37
1242,5,471.58
1243,8,41.52
1244,1,207.16
1245,10,21.49
1246,4,171.41
1247,4,273.07
1248,3,456.29
1249,3,424.81
1250,4,72.47
1251,1,55.58
1252,2,298.74
1253,9,270.74
1254,10,140.53
1255,2,450.73
1256,5,464.41
1257,9,207.28
1258,9,446.25
1259,8,198.13
1260,1,371.04
1261,1,243.21
1262,9,70.07
1263,8,464.69
1264,10,232.51
1265,9,369.9
1266,7,189.92
1267,3,19.25
1268,3,59.26
1269,2,253.15
1270,5,348.08
1271,3,174.02
1272,6,350.79
1273,2,352.33
1274,3,354.93
1275,5,251.34
1276,1,458.29
1277,1,249.71
1278,10,230.63
1279,9,107.7
1280,7,160.75
1281,1,30.74
1282,8,320.43
1283,3,131.78
1284,8,159.04
1285,5,387.7
1286,1,170.34
1287,7,128.68
1288,5,92.84
1289,6,389.68
1290,6,73.56
1291,8,232.34
1292,9,258.4
1293,2,346.82
1294,9,320.31
1295,10,407.25
1296,9,31.93
1297,10,155.26
1298,10,147.27
1299,7,81.55
1300,1,151.7
1301,7,161.79
1302,10,265.72
1303,5,335.22
1304,6,196.74
1305,10,362.54
1306,7,174.72
1307,5,152.24
1308,7,275.18
1309,9,21.62
1310,3,49.1
1311,8,214.81
1312,2,472.03
1313,7,363.54
1314,2,53.18
1315,4,424.7
1316,7,368.83
1317,3,309.36
1318,2,411.94
1319,10,208.01
1320,7,118.54
1321,1,260.89
1322,8,278.93
1323,3,273.78
1324,2,286.89
1325,3,474.87
1326,5,452.1
1327,8,439.1
1328,10,402.69
1329,7,472.28
1330,7,58.26
1331,7,139.91
1332,8,252.58
1333,1,424.8
1334,4,257.53
1335,6,376.54
1336,9,78.09
1337,2,133.68
1338,1,368.57
1339,10,90.72
1340,2,182.16
1341,7,139.78
1342,3,181.43
1343,10,357.08
1344,2,190.25
1345,7,282.08
1346,2,58.97
1347,3,404.46
1348,7,191.25
1349,4,327.78
1350,1,365.44
1351,5,112.73
1352,9,443.49
1353,8,311.95
1354,9,220.08
1355,10,99.34
1356,9,471.73
1357,7,379.98
1358,4,111.93
1359,5,175.48
1360,1,406.74
1361,1,350.88
1362,3,385.23
1363,8,226.19
1364,2,361.07
1365,4,199.38
1366,2,113.52
1367,5,320.01
1368,9,488.25
1369,1,162.19
1370,5,235.88
1371,9,340.26
1372,1,275.34
1373,9,423.28
1374,8,383.25
1375,4,38.57
1376,10,499.23
1377,5,378.68
1378,5,433.31
1379,6,329.09
1380,7,429.58
1381,8,65.07
1382,8,180.39
1383,2,439.45
1384,9,108.81
1385,7,48.34
1386,4,396.18
1387,4,419.39
1388,8,89.7
1389,4,428.63
1390,6,346.52
1391,5,264.84
1392,3,416.82
1393,10,215.43
1394,2,105.06
1395,9,149.58
1396,10,257.53
1397,9,270.35
1398,1,404.73
1399,10,397.76
1400,3,294.87
1401,8,392.58
1402,6,103.97
1403,5,34.53
1404,5,438.08
1405,6,47.02
1406,7,130.88
1407,1,350.71
1408,9,210.63
1409,3,439.39
1410,4,156.01
1411,10,15.82
1412,1,157.32
1413,10,293.26
1414,3,194.21
1415,2,272.09
1416,2,439.53
1417,1,457.12
1418,8,140.33
1419,3,236.45
1420,3,279.08
1421,6,475.07
1422,8,499.32
1423,9,125.35
1424,9,366.22
1425,4,195.24
1426,5,13.97
1427,2,14.53
1428,9,235.68
1429,8,249.28
1430,3,21.06
1431,9,346.59
1432,3,154.06
1433,9,284.35
1434,2,157.45
1435,10,91.9
1436,9,209.52
1437,8,123.81
1438,9,272.05
1439,5,107.43
1440,2,259.12
1441,8,87.12
1442,6,338.78
1443,8,379.43
1444,5,64.09
1445,10,239.22
1446,2,44.73
1447,6,303.11
1448,5,139.56
1449,5,268.54
1450,1,263.56
1451,2,462.93
1452,8,279.05
1453,3,295.67
1454,10,206.81
1455,3,475.05
1456,8,390.82
1457,8,149.85
1458,2,423.66
1459,8,221.87
1460,1,416.05
1461,6,413.22
1462,8,102.55
1463,3,353.56
1464,8,152.42
1465,1,155.77
1466,9,155.21
1467,9,365.53
1468,5,122.61
1469,10,10.44
1470,4,360.47
1471,6,93.88
1472,7,61.2
1473,5,126.38
1474,10,196.15
1475,9,243.19
1476,3,31.84
1477,7,485.58
1478,10,360.87
1479,10,168.37
1480,5,166.16
1481,7,229.79
1482,2,316.86
1483,4,81.72
1484,2,102.58
1485,7,431.12
1486,2,135.56
1487,1,196.3
1488,9,436.92
1489,1,334.94
1490,8,177.44
1491,2,345.01
1492,8,19.64
1493,3,370.46
1494,6,248.64
1495,3,408.46
1496,7,477.77
1497,10,463.64
1498,9,455.54
1499,2,260.96
1500,5,186.47
1501,6,237.87
1502,4,348.05
1503,4,443.16
1504,4,111.42
1505,2,459.91
1506,4,409.44
1507,1,489.64
1508,6,441.32
1509,1,147.17
1510,10,61.92
1511,6,65.0
1512,1,152.7
1513,6,310.95
1514,10,404.12
1515,8,450.63
1516,2,315.64
1517,2,12.76
1518,4,101.3
1519,3,58.87
1520,4,188.03
1521,7,255.66
1522,1,31.26
1523,6,180.75
1524,3,97.8
1525,10,327.06
1526,7,237.49
1527,10,252.71
1528,2,219.57
1529,2,478.45
1530,4,115.22
1531,1,263.17
1532,3,370.65
1533,9,282.85
1534,7,465.22
1535,7,195.2
1536,4,237.2
1537,2,53.38
1538,4,308.41
1539,6,151.22
1540,3,88.55
1541,1,276.82
1542,8,270.83
1543,5,47.18
1544,5,352.13
1545,4,315.65
1546,6,102.62
1547,3,240.02
1548,9,362.96
1549,5,269.42
1550,3,203.79
1551,1,167.95
1552,10,309.09
1553,6,470.16
1554,2,339.15
1555,3,46.63
1556,1,235.74
1557,9,446.5
1558,8,56.29
1559,2,494.55
1560,8,475.04
1561,9,48.35
1562,1,467.37
1563,5,187.93
1564,8,423.91
1565,2,215.01
1566,4,226.02
1567,7,320.78
1568,3,389.49
1569,5,26.56
1570,8,300.65
1571,10,101.5
1572,3,179.52
1573,4,180.5
1574,9,239.84
1575,7,173.73
1576,1,62.61
1577,4,81.36
1578,4,26.38
1579,9,240.42
1580,6,477.68
1581,9,66.68
1582,6,473.67
1583,6,369.35
1584,5,322.37
1585,5,326.19
1586,2,415.1
1587,8,62.39
1588,8,257.33
1589,1,351.57
1590,8,297.54
1591,5,418.06
1592,2,45.41
1593,2,348.44
1594,6,271.67
1595,9,195.79
1596,1,176.73
1597,6,314.21
1598,9,446.59
1599,8,253.13
1600,6,414.11
1601,3,207.06
1602,8,60.17
1603,9,40.14
1604,1,35.15
1605,9,196.27
1606,6,175.25
1607,6,361.79
1608,4,373.98
1609,1,34.92
1610,10,118.35
1611,8,144.39
1612,2,278.33
1613,1,80.81
1614,2,75.63
1615,1,472.46
1616,1,404.06
1617,9,98.52
1618,1,209.22
1619,4,184.25
1620,10,397.59
1621,6,260.0
1622,7,72.65
1623,2,372.11
1624,6,204.48
1625,7,138.83
1626,10,193.99
1627,10,253.9
1628,2,178.13
1629,2,128.53
1630,10,205.27
1631,7,19.39
1632,1,388.52
1633,8,93.76
1634,3,31.51
1635,6,330.31
1636,9,389.23
1637,6,408.78
1638,9,251.82
1639,7,110.63
1640,9,371.24
1641,2,352.86
1642,8,130.67
1643,8,452.67
1644,2,61.14
1645,4,491.52
1646,7,431.52
1647,4,347.07
1648,4,469.99
1649,6,363.93
1650,10,103.32
1651,6,226.66
1652,10,45.04
1653,3,200.93
1654,9,373.39
1655,10,199.36
1656,2,171.84
1657,6,301.72
1658,7,437.38
1659,9,33.32
1660,3,198.88
1661,10,87.54
1662,3,350.72
1663,7,61.81
1664,4,335.76
